Japanese;English;French;German;
"まあ よい
また いつでも
占ってやるぞ";"I see. Well, return to me 
when you feel the threads
of fate pulling at you.";"Comme tu voudras. Reviens
quand tu veux.";"Na gut. Komm wieder,
wenn du Lust hast, ja?";
"今回は 特別じゃ
答えなくとも 占ってやろう";"I do not need to hear your
words. I can hear your 
spirit.";"Cette fois, je vais te
prédire ton avenir sans
te poser de questions.";"Heute musst du gar nichts
sagen, ich prophezeie dir
trotzdem!";
"本当によいのか? 


この占いは
オマエの運命を決める
大切な占いじゃぞ";"Are you absolutely sure?


This reading could very well
change your life.";"Tu es sûr?


Cette prédiction peut
influer sur ton destin.
Elle est très importante!";"Meinst du das ernst?


Ich lese in den Karten
deines Lebens...";
"うむ では
再開するぞ";"Then let us begin again.";"Très bien. Alors,
continuons.";"Gut, dann also noch einmal.";
"今日の運勢
占ってあげようかい？
はいいいえ";"I'm sensing that you want
to hear your fortune.
Bingo!No way";"Veux-tu que je te dise
la bonne aventure?
OuiNon";"Soll ich dir deine Zukunft
voraussagen?
Ja.Nein.";
"あなたは・・・
オトコ?
オンナ?";"Are you a boy or girl?";"Es-tu... un garçon...
ou une fille?";"Bist du ein...
Junge?
Oder ein Mädchen?";
"そうかい・・・


不幸が訪れないといいけどねえ・・・";"I see...


I hope misfortune doesn't
await you too...";"Je vois...


J'espère qu'il ne t'arrivera
pas malheur...";"Ich verstehe...


Mit etwas Glück erwartet
dich kein Unglück...";
"血液型 は?";"What's your eye colour?";"Quelle est la couleur de
tes yeux?";"Welche Farbe haben deine
Augen?";
"最後に・・・
星座 は?";"And finally, what is your
star sign?";"Et enfin... Quel est ton
signe astrologique?";"Und zuletzt...
Welches Sternzeichen hast
du?";
"[Unknown_Tag]・・・
ですか・・・

あなたの 今日の運勢は・・・";"Ah yes, the sign of 
[Unknown_Tag]...

Now listen...to the message
of the stars!";"Ah, c'est là le signe des
[Unknown_Tag]...

Voici ce que je vois pour
toi aujourd'hui...";"Ah, das Zeichen eines
[Unknown_Tag]!

Die Sterne sagen...";
"空気が読めず孤立気味・・・
相手の話を聞く努力を

今日のラッキーアイテムは
[Unknown_Tag]";"Though you regard yourself
highly, make an effort to
listen to others.
What you need for today is
[Unknown_Tag]!";"Tu es d'humeur solitaire
et renfermée.

Tu devrais faire l'effort
d'écouter les autres.

Ta journée sera placée
sous le signe
[Unknown_Tag].";"Du hältst dich für 
großartig, solltest aber
auch auf andere hören.
Eigenschaft des Tages:
[Unknown_Tag]!";
"将来役立つ情報をゲット
実践できるものは即行動

今日のラッキーアイテムは
[Unknown_Tag]";"You'll learn something that
will help you in the
future.
So act immediately on the
things you can do now.

What you need for today is
[Unknown_Tag]!";"Tu obtiendras des
informations qui te seront
utiles pour plus tard.
N'hésite pas à mettre
en pratique tout ce que
tu peux.
Ta journée sera placée
sous le signe
[Unknown_Tag].";"Du erhältst nützliche
Informationen für die
Zukunft.
Doch was du heute kannst
besorgen, das verschiebe
nicht auf morgen.
Eigenschaft des Tages:
[Unknown_Tag]!";
"魅力があふれ好感度UP
素敵な笑顔がポイント

今日のラッキーアイテムは
[Unknown_Tag]";"Though already brimming
with talent, your skills will
only strengthen.
Make sure to flash your
winning smile.

What you need for today is
[Unknown_Tag]!";"Tu as un charme fou et tu
fais grande impression où
que tu ailles.
Ton atout principal est
ton superbe sourire.

Ta journée sera placée
sous le signe
[Unknown_Tag].";"Du bist voller Talent und
wirst noch besser. Lächle!

Eigenschaft des Tages:
[Unknown_Tag]!";
"親切心を裏切り信頼低下
感謝の気持ちを忘れずに

今日のラッキーアイテムは
[Unknown_Tag]";"A breakdown of trust will
occur when you take
people for granted.
Always remember to
express your gratitude...

What you need for today is
[Unknown_Tag]!";"Ne deviens pas insensible
ou l'on perdra confiance
en toi.
N'oublie jamais la
reconnaissance.

Ta journée sera placée
sous le signe
[Unknown_Tag].";"Sieh deine Freunde nicht
als selbstverständlich, sonst
verlierst du ihr Vertrauen.
Vergiss nicht, dankbar zu
sein.

Eigenschaft des Tages:
[Unknown_Tag]!";
"周囲からの注目を浴び人気者に
無茶と思えることも迷わず挑戦

今日のラッキーアイテムは
[Unknown_Tag]";"Those around you admire
you, but don't be afraid to
go against the grain.
What you need for today is
[Unknown_Tag]!";"Tu suscites l'admiration
et tu as beaucoup de
succès.
Fais ce que tu as à
faire sans avoir peur
de décevoir.
Ta journée sera placée
sous le signe
[Unknown_Tag].";"Deine Umgebung bewundert
dich, aber schwimm ruhig
mal gegen den Strom.
Eigenschaft des Tages:
[Unknown_Tag]!";
"よく きたねえ
[Link]

ん なんで
名前を知っているのかって?

カッカッカッ
オマエが今日ここへ来ることも
全てわかっていたさ
わたしは全てを知っている
これから先起きることもね

オマエ 何か悩みを
かかえてるんじゃないかい?
うんいいえ";"So pleased that you could
make it.

Of course, the stars
foretold your arrival,
[Link].
How do I know your name,
you ask?

Eh heh heh... The stars
foretold that as well.

I know everything, you see.
Even things that have yet
to happen.
I sense your heart is heavy
with a deep concern.

Is that so?
It's trueNope";"Sois le bienvenu,
[Link].

Pardon? Comment je
connais ton nom?

Gnahaha! Je savais que tu
viendrais me rendre visite
aujourd'hui.
Je peux voir tout ce qui
va se produire à l'avance.

Et je sais qu'une chose
te tourmente.
En effet...Mais non!";"Die Sterne haben mir dein
Kommen angekündigt,
[Link]!
Wie, warum ich deinen
Namen kenne, willst du
wissen?
Hohoho... Dein Kommen
war mir kein Mysterium.

Ich kenne den Lauf der
Welt, der in den Sternen
festgeschrieben ist...
Aber sag, dich plagt doch
etwas, oder?
Ja.Nein.";
"[Unknown_Tag]・・・
ですか・・・";"Ah, yes... Just like my
[Unknown_Tag]...";"Oh, comme ceux de
[Unknown_Tag]...";"Sieh an! Ganz genau wie
[Unknown_Tag]...";
"[Unknown_Tag]・・・
ですか・・・";"Of course, I already knew
that...";"Hmm... Je vois...";"Natürlich...";
"あなた・・・


最近 身の回りに
不幸が 起きてやしないかい?
起きない起きる";"Tell me, in recent days...


Have those around you
been especially unlucky?
NopeYes!";"Dis-moi...


La malchance est-elle
présente autour de toi?
OuiNon";"Sag mir...


Geschehen um dich herum 
schlimme Dinge?
Nein.Ja.";
"本当にいらないのかい!
もう 何が起きても しらないよ";"Are you sure you don't
want it?

Don't say I didn't warn
you. I won't be responsible
for what happens to you.";"Tu es sûr que tu n'en veux
pas?

S'il t'arrive malheur, ce ne
sera pas mon problème.";"Bist du dir sicher?!?
Ich habe dich gewarnt...";
"お金を 用意して また来なさい
いつでも 待っていますよ";"Come back with some
money next time. I'll be
waiting here.";"Reviens quand tu auras
économisé assez d'argent.
Je ne bouge pas d'ici.";"Sobald du genug Geld
hast, darfst du gern
wiederkommen!";
"ほかに 積荷があって
つぼを載せることが できないよ

ほかの積荷は
降ろしてしまうよ
いいよダメ";"Your wagon is already
loaded with other cargo.

Should I unload the other
stuff for you?
SureNo";"Il y a d'autres marchandises
dans ton train, je ne peux
pas y charger ma jarre.
Puis-je te débarrasser
de ton chargement?
OuiNon";"Du hast schon Ladung, ich
kann nichts mehr aufladen.

Soll ich die andere Fracht
wegnehmen?
Ja.Nein.";
"これで きっと あなたにも
幸せが 訪れるよ";"Now that you have this,
your luck will be golden!";"Grâce à elle, je suis sûre
que la chance te sourira.";"Das Glück wird dir hold
sein.";
"積荷を 
惜しんでる場合じゃ ないだろう

不幸は あなたの目前に
迫っているんだよ";"This is no time to fixate on
material things.

Misfortune is just under
your nose...";"Ce n'est pas le moment de
te préoccuper de cette
cargaison.
Le malheur est sur le point
de s'abattre sur toi.";"Der Fluch des Geizes
scheint auf dir zu lasten...

Ich sehe Unglück auf dich
zukommen!";
"前に渡したつぼが まだ貨車に
載ってるじゃないか

新しいつぼに 載せかえるよ
はいダメ";"Hey, the vessel I gave you 
last time is still in the
wagon.
I'm going to switch it for 
the new one.
Go aheadDon't";"Tu transportes encore la
jarre que je t'ai vendue
la dernière fois.
Je charge la nouvelle à
la place.
D'accordNon";"Du hast noch einen Krug in
deinem Güterwagen.

Soll ich ihn durch einen
neuen ersetzen?
Ja.Nein.";
"もう 前のつぼでは
効果が足りないよ

はやく 新しいのにかえなさい";"The old vessel is rapidly
losing its power.

You must exchange it for a
new one.";"L'ancienne jarre n'est
plus assez efficace.

Remplace-la vite par la
nouvelle.";"Der Krug verliert schnell
seine Kraft.
Kauf besser einen neuen.";
"世間に出せば 10000ルピーは
くだらないものだけどね・・・

不幸な人を
見過ごすわけにはいかない

ひとつ50ルピーでいいよ
くださいいらない";"In the grand scheme of
things, 10,000 Rupees is
nothing.
A person with such bad
luck really shouldn't pass
this up...
Here, how does this sound?
It's yours for 50 Rupees.
You're onNah";"En temps normal, je te la
vendrais 10 000 rubis...

Mais je ne peux abandonner
une âme en détresse.

Je te la vends pour
50 rubis.
J'achète!Non merci!";"10000 Rubine sind doch
nicht zu viel verlangt...

Aber man muss Pechvögeln
auch ein Stück weit
entgegenkommen.
Ein Krug für 50 Rubine.
Was sagst du?
Ja.Nein.";
"隠さなくていいのよ
あなた・・・";"You don't have to hide
anything from me...";"Tu ne peux rien me
cacher...";"Sei doch nicht so
schüchtern...";
"そうでしょう
あなた・・・";"Yes, I thought so...";"N'est-ce pas...";"Ach so...";
"悪い霊に とりつかれているわよ
ほら・・・
いまも そこにいるわ
その霊のせいで これから先
あなたの身に とてつもない
不幸が訪れるわよ
・・・


どうすればいいか
教えてあげましょうか?
教えて別にいい";"Oh dear. It seems you have
a bad spirit following you.
See, it's right over there.
This spirit will bring you
unfathomable misfortune...

Do you want to know how
to get rid of it?
Tell meNah";"Tu es entouré par des
esprits maléfiques. Regarde!
Il y en a un juste là.
A cause de cet esprit,
un grand malheur va
s'abattre sur toi...
Veux-tu que je te dise
quoi faire?
Dis-moi!Ça ira...";"Du wirst von einem bösen
Geist gequält. Ich spüre
seine Anwesenheit.
Dieser Geist treibt dich in
den Wahnsinn...

Unglück naht!
...

Soll ich dir verraten, wie du
ihn loswirst?
Ja.Nee.";
"この村に伝わるつぼがあるの


そのつぼを 持っていれば
悪霊は遠ざけられ
幸せが舞い込んでくるわ
興味あるかしら?
あるない";"There are special vessels in
this village.

If you carry one, the bad
spirits will depart and be
replaced by good fortune.
Are you interested?
Oh, yesNope";"Il existe dans ce village des
jarres qui se transmettent
depuis des générations.
Ces jarres éloignent les
mauvais esprits et
apportent le bonheur.
Es-tu intéressé?
OuiNon";"In dieser Stadt werden
Krüge verkauft.

Diese Krüge halten böse
Geister fern und bringen
Glück ins Haus!
Hast du Interesse?
Ja.Nein.";
"本当にいいのかい?
あなたの 人生 台無しになるよ
教えて別にいい";"Are you sure? Your life
will be ruined. I'm not even
exaggerating.
Do you really wish to defy 
fate?
Tell meWhatever";"Tu es sûr? Ta vie pourrait
devenir un enfer.
Dis-moi!Tant pis!";"Überleg dir das! Dein
Leben wird im Eimer sein!
Oh nein!Quatsch!";
"あなたのためよ
聞いていきなさい";"I'm doing this for your
benefit. You need to hear
what I have to say.";"C'est pour ton bien que
je dis ça.";"Hör gut zu, es geht
schließlich um dich!";
"このつぼはね・・・


村に伝わる 神聖な土と水で
神に仕える みこたちが
自ら焼き上げたものなの
数多く作れるものではないの
だから ちょっと値が張るわよ";"I have a vessel here that
was made from the finest
clay and water...
And handcrafted by the
maiden in the village with
the purest heart.
Yes, it's a little pricey. But
you can see for yourself
that it's one of a kind.";"Ces jarres sont réalisées
à partir d'eau et d'argile
sacrées...
par des prêtresses au
service des dieux.

Elles sont fabriquées en
petite quantité et sont
donc un peu chères.";"Also, diese Krüge...


Sie werden von
Priesterinnen aus heiliger
Erde und Wasser gebrannt.
Es werden nicht viele
hergestellt, deswegen sind
sie etwas teuer.";
"あなただけの 問題ではないのよ
あなたの家族にも 
不幸が訪れるわよ
それでも 興味ないの?
ないある";"Don't you see? Your bad
luck doesn't just affect
you.
All your family and friends
could suffer too! 

Are you that heartless?
WhateverGo on";"Ça ne concerne pas que
toi. Ta famille aussi est
en proie au malheur.
Alors, toujours pas
intéressé?
Non...Si!";"Dein Unglück betrifft nicht
nur dich, sondern auch
deine Freunde und Familie!
Na, jetzt Interesse?
Nein.Ja.
";
"そうでしょう
最初から 素直に聞きなさい";"That's what I thought. I'll
tell you everything, so
listen up.";"Je m'en doutais. Tu aurais
dû le dire tout de suite.";"Dachte ich's mir doch.
Dann hör mir jetzt genau
zu!";
"聞いていきなさい
あなたのためよ";"Just listen to me. It's for
your own good.";"Tu devrais m'écouter,
c'est pour ton bien.";"Hör mir zu, um deiner
selbst willen!";
