Japanese;US English;French;German;
"こまったゴロなぁー…。
ちょいと出かけてる間に
家が　建てられちまったゴロ…。
オラの　大事なモノを
隠してある　ホラ穴が
ふさがれちまったんだゴロ…。
ちょいと　ずれてほしいゴロ…。";"Oh, not good! Someone built
a house here while I was
gone. That was fast!
It's covering the hole I
buried my most precious
belonging in...
If there were just some way
to move that house aside...";"Oh, non! Quelqu'un a
construit une maison ici
pendant que j'étais parti!
Elle bloque l'accès à mes
précieux objets...
Si seulement on pouvait
pousser cette maison...";"Oh-oh! Nicht gut! Jemand hat
hier sein Haus gebaut, als
ich weg war. Ziemlich fix!
Es steht auf der Grube, in
der ich meinen wertvollsten
Besitz versteckt habe...
Wenn man doch nur dieses
doofe Haus wegschieben
könnte...";
"";"";"";"";
"うわああぁぁあ！
せっかく　クイをうちつけて
動かせないようにしたってのに！
くそぅ！
一体　何のうらみがあって
こんなことしやがるんだ！
オレは　空き地に
家をたてただけじゃねえか！";"Gah! And I went to all that
trouble to plant stakes so
my house couldn't move!
Sheesh! What kind of vicious
grudge would make someone
do this to me?
This was an empty lot when
I built my house, so why
would anyone be mad at me?";"Aaargh! Je me suis donné
tant de mal pour planter ces
piquets!
Bon sang! Quel esprit tordu
a bien pu faire bouger ma
maison?
Le terrain était libre quand
je l'ai construite, pourquoi
quelqu'un m'en voudrait-il?";"Aah! All die Mühe mit den
Pflöcken, damit keiner mein
Haus verschiebt! Umsonst!!!
Oh, weh! Was für ein Un-
mensch muss das sein,
der mir das antun konnte?!
Der Platz hier war total
leer, als ich mein Haus
aufbaute!
Warum sollte es jemand
auf mich abgesehen haben?";
"おっ、おい…！
外にゴロンの野郎が
いなかったか？
アイツ、どういうつもりか
知らねえが、オレんちを
ガタガタゆらしやがる！
とりあえず　クイをうって
家を固定したが…。
ヤツら　バカぢから　だからな…。";"H-Hey! Did you see one of
those Gorons out front?
I don't know what he's
thinking, but he's been
shaking my house like crazy!
I planted stakes outside to
hold my house in place, but
that guy is stupid strong.";"S-salut! Tu as vu ce
Goron dehors?
Je ne sais pas ce qu'il a,
il n'arrête pas de
secouer ma maison!
J'ai planté des piquets pour
la maintenir en place, mais
il est vraiment costaud.";"H-Hast du diesen Goronen
da drüben gesehen? Ich
weiß nicht, was der hat!
Aber er hört einfach nicht
auf, mein Haus zum
Wackeln zu bringen!
Ich schlug all die Pflöcke
in den Boden, aber dieser
Typ ist abartig stark!!!";
"オレは　スーパーピッグ、
ワン！
この　魔導師が
悪さしないように
ここで　みはってるんだ。
オレたちの　団長だったら
すぐそこの　事務所にいるぜ。
横に　ヒミツの入口がある。
是非　会ってみてくれ！";"I'm Secret Agent One,
of the Seeker's Guild!
I'm guarding this here place
to make sure this mage don't
do anything...er...wicked.
If you're looking for our
leader, he should be in
that building there.
There's a secret entrance
on the side. Go right on
in and see him!";"Je suis l'Agent secret Un,
de la Guilde des Chercheurs.
Je garde cet endroit...
... pour éviter que
la magicienne ne
commette un méfait.
Si tu cherches notre chef,
il doit se trouver dans ce
bâtiment là-bas.
Il y a une entrée secrète
sur le côté.
Vas-y, va le voir!";"Ich bin Geheimagent Nr.1
der Finder-Gilde!
Ich behalte diese Magierin
da im Auge, damit sie nichts
...Dubioses... unternimmt.
Unseren Chef findest du
in dem Gebäude da
drüben.
Der geheime Eingang ist
seitlich am Haus. Rechts!
Geh einfach rein!";
"オレは　スーパーピッグ、
ツー！
今　ここを　動けないんだ。
…おっと　これ以上のことは
関係ないヤツには
話すことは　できない。
…協力してくれる
というなら　話は別だが。
やる気が　あるんだったら
オレたちの　事務所に行きな。
事務所は　ここから　北。";"I am Secret Agent Two!
I'm not supposed to move
from this spot right here.
But I can't say any more
than that to anyone outside
of our...secret guild.
But I CAN ask for some
help. The guild bylaws
say nothing about that.
If you feel up to it,
go see our head office.
It's north of here.";"Je suis l'Agent secret Deux.
Je ne suis pas censé quitter
cet endroit...
Je ne puis en dire plus
aux gens qui ne font
pas partie de la Guilde.
Mais je peux demander
de l'aide. Le règlement
ne précise rien.
Si ça te tente, tu peux
aller voir notre
quartier général.
Il se trouve au nord d'ici.";"Ich bin Geheimagent Nr.2!
Ich darf mich nicht von
hier wegbewegen.
Mehr kann ich einem Nicht-
Mitglied der... Geheimgilde
leider nicht sagen.
Aber ich darf dich um
Hilfe bitten. Das verstößt
nicht gegen die Gilderegeln.
Wenn du Interesse hast,
dann geh ins Hauptquartier.
Im Norden von hier.";
"オレは　スーパーピッグ、
スリー！
…今　ある人物を
探しているところだ。
オレたちに　興味があるなら
ここの　西にある　事務所で
団長に　会ってごらん。";"I'm Secret Agent Three!
I'm in the middle of a
serious investigation.
We're looking for a
particular person. I can't
tell you any more about it.
If you're interested in what
we're doing, go see our boss
in our office west of here.";"Je suis l'Agent secret
Trois. Je travaille sur
une enquête sérieuse.
Nous cherchons une
personne bien précise. Je ne
peux pas t'en dire plus.
Si ça t'intéresse, va voir
notre chef dans son
bureau à l'ouest d'ici.";"Ich bin Geheimagent Nr.3!
Ich bin in einer wichtigen
Mission unterwegs!
Wir suchen nach einer
bestimmten Person. Mehr
kann ich dir nicht sagen.
Willst du mehr erfahren,
dann sprich mit dem Chef
im HQ westlich von hier.";
"…しっ！
オレは　スーパーピッグ、フォー。
静かに　してくれないか。
はりこみ　してるんだ！
…協力してくれるなら、
オレたちの　事務所を
たずねてごらん。
…もっとも、すごい行列で
まともに　並んでちゃ
入れないだろうけどね。";"Shh! Keep it down, will ya?
I'm on a stakeout!
Call me Secret Agent Four.
If you want to help out, go
inquire back at our office.
There's a throng of people
blocking the door, though,
so you probably can't go in.";"Chut! Moins fort!
Je fais une mission de
surveillance!
Appelle-moi Agent secret
Quatre.
Si tu veux m'aider, va faire
un tour au quartier général.
Mais bon, il y a la queue
devant le bâtiment.
Donc tu ne pourras
peut-être pas rentrer.";"Psst! Sei still! Ich bin auf
Beobachtungsposten!
Ich bin Geheimagent Nr.4!
Wenn du helfen willst, dann
geh in unser Büro.
Da steht allerdings schon
ein Pulk von Leuten und
blockiert die Tür.";
"";"";"";"";
"";"";"";"";
"あなたには　頼もしい仲間も
おられるようじゃ。
仲間同士　相談しあえば
きっと、良い方向へ
導かれることじゃろう。";"It looks to me like you have
some pretty capable friends.
If you bring your friends
here to talk, I can point
you in the right direction.";"On dirait que tu as des
amis plutôt doués.
Si tu m'amènes tes amis,
je vous indiquerai la
marche à suivre.";"Du scheinst ziemlich fähige
Freunde zu haben.
Bring deine Freunde her
und ich sage dir, wo
es langgeht.";
"";"";"";"";
"ムーンゲートの　気配を
感じられた　あなたになら
この村を　救えるかもしれません！";"If you can sense the Moon
Gates, you might be able
to save our town.";"Si tu peux ressentir les
Portails de Lune, tu
peux sauver le village.";"Wenn du die Mond-Portale
spüren kannst, kannst du
auch unser Dorf retten!";
"…　…　…。
なんと！
ムーンゲートの気配を
感じられましたか！
…あなたになら、
村を　救えるかもしれない！
…ムーンパールを　近づけて
ごらんなさい。
進むべき道が
開けるかもしれません。";"...
Incredible! You can sense
the Moon Gates?
Then perhaps you can save
our village!
...Take a Moon Pearl to the
spot where you sensed
the Moon Gate.
Then, the path you must
follow will open.";"...
Ah bon?
Tu ressens
les Portails de Lune?
Alors notre village
est peut-être sauvé!
Apporte une Perle de Lune
à l'endroit où tu as
senti le Portail de Lune.
La voie à suivre
te sera dévoilée...";"...
Unfassbar! Du kannst die
Mond-Portale spüren?
Dann kannst du tatsächlich
unser Dorf retten!
...Bring eine Mond-Perle zu
dem Ort, an dem du das
Portal vermutest.
Dann offenbart sich der
Pfad, dem du folgen musst.";
"あれっ…？！
あんた、どっから
現われたんだい？！
…最近　この村の　こどもが
次々に　いなくなって
大騒ぎに　なっているんだ。
村の　北西にある
探偵の　スーパーピッグなんて
いつも　すっごい行列だよ。";"Huh?!? Where'd you come
from!? I'm not used to kids
appearing out of nowhere!
No, kids around here usually
just vanish! The whole town
is in an uproar about it.
Guys from the Seeker's Guild
are looking into it in the
northwest part of town.";"Hein?!? D'où sors-tu?
Je n'ai pas l'habitude de
voir les enfants sortir de
nulle part!
Non, les enfants du coin ont
plutôt tendance à
disparaître!
Tout le village
est en émoi...
Les types de la Guilde des
Chercheurs mènent
l'enquête.
Ils sont dans le quartier
nord-ouest du village.";"Nanu?!? Wo kommst du denn
her!?! Kinder tauchen nicht
einfach aus dem Nichts auf!
Im Gegenteil! Hier
verschwinden sie!
Das ganze Dorf ist
darüber in hellem Aufruhr.
Die Finder-Gilde hat ihre
Agenten in den Nord-Westen
des Dorfes ausgesandt!";
"村の　北西にある
探偵の　スーパーピッグなんて
いつも　すっごい行列だよ。
あんたも　こどもなんだから
悪いヤツに　さらわれないように
気をつけるんだよ！";"There's always a huge line
at the Seeker's Guild in
the northwest part of town.
You look awful young. You'd
better be careful. I don't
want you to disappear, too!";"Il y a toujours une queue
incroyable devant la 
Guilde des Chercheurs...
... au nord-ouest
du village.
Tu as l'air tellement jeune.
Sois prudent.
Je ne veux pas que tu
disparaisses, toi aussi!";"Vor der Finder-Gilde im
Nord-Westen des Dorfs ist
immer eine riesige Schlange.
Du siehst ziemlich jung aus.
Pass auf, sonst verschwin-
dest du auch plötzlich!";
"おぉ、旅のお方！
この村は　大きな竜巻と、
突然　現われた　魔導師たちで
大変なことに　なっておるのです！
まったく、どうしたら良いのか…。
ムーンゲートの気配を感じることが
できる者がおれば…。
もし　ムーンゲートの気配を
感じられる方を　見つけたら
教えてくださらんか…？";"Oh! Travelers! Listen!
Calamity has befallen
our town!
First whirlwinds,
and then mages!
What are we to do?
We need one who can
sense the Moon Gates...
So if you run across anyone
who can do that, well... Be
sure to let me know, OK?";"Voyageur, écoute!
Le malheur s'abat
sur le village...
D'abord,
les tornades,
puis les magiciennes!
Que faire?
Nous avons besoin d'une
personne qui ressente les
Portails de Lune...
Si tu rencontres
une personne dotée
de ce pouvoir...
Dis-le moi...";"Oh! Reisende! Hört!
Großes Unglück ist über
unser Dorf hereingebrochen!
Erst diese Wirbelwinde
und dann die Magierinnen!
Was sollen wir tun?
Wir brauchen jemanden, der
Mond-Portale erspüren kann!
Also, wer eine solche Person
trifft, der... Na, sag
einfach Bescheid, okay?";
"";"";"";"";
"";"";"";"";
"ここは　写し絵の世界…。
よーく　似ているが
どこか　違う…。
…まるで　お前たち　みたいだねぇ。
イヒヒヒヒヒ…！";"This world is like
a darkened mirror
of your own...
It looks familiar, but in
truth it is very different.
Much like you four...
Eee hee hee hee hee!";"Ce monde est comme le
miroir ténébreux de ton
monde...
Il semble familier, mais en
fait, il est très différent.
Comme toi et tes semblables!
Hé hé hé hé hé!";"Diese Welt ist wie das
dunkle Abbild seiner
selbst...
Alles wirkt so vertraut,
doch in Wahrheit ist alles
anders. Wie ihr vier...
Hi hi hi hi hi!";
"…　…　…。
なんと！
ムーンゲートの気配を
感じられましたか！
…あなたになら、
村を　救えるかもしれません！";"...
Incredible! You can sense
the Moon Gates?
...Then perhaps you can
save our village!";"...
Incroyable! Tu peux
ressentir les Portails de
Lune?
... Mais alors, tu peux
peut-être sauver notre
village!";"...
Unfassbar! Du kannst die
Mond-Portale spüren?
...Dann kannst du vielleicht
unser Dorf retten!";
"ムーンゲートの　気配を
感じられたなら、村を
救うことが　できるかもしれない！";"If you can sense the Moon
Gates, you might be able
to save our town.";"Si tu peux ressentir les
Portails de Lune, tu peux
sauver le village.";"Wenn du die Mond-Portale
spüren kannst, kannst du
auch unser Dorf retten!";
"おぉ、旅のお方！
この村は　大きな竜巻と、
突然　現われた　魔導師たちで
大変なことに　なっておるのです！
まったく、どうしたら良いのか…。
ムーンゲートの気配を感じることが
できる者がおれば…。";"Oh! Travelers! Listen!
Calamity has befallen
our town!
First whirlwinds,
and then mages!
What are we to do?
We need one who can
sense the Moon Gates...
So if you run across anyone
who can do that, well... Be
sure to let me know, OK?";"Voyageur, écoute!
Le malheur s'abat
sur le village...
D'abord,
les tornades,
puis les magiciennes!
Que faire?
Nous avons besoin d'une
personne qui ressente les
Portails de Lune...
Si tu rencontres
une personne dotée
de ce pouvoir...
Dis-le moi...";"Oh! Reisende! Hört!
Großes Unglück ist über
unser Dorf hereingebrochen!
Erst diese Wirbelwinde
und dann die Magierinnen!
Was sollen wir tun?
Wir brauchen jemanden, der
Mond-Portale erspüren kann!
Also, wer eine solche Person
trifft, der... Na, sag
einfach Bescheid, okay?";
