Japanese;US English;French;German;
"クンクン・・・
なんだか　ニーチャンから
温泉水のイイ匂いがするゴロ・・・";"Sniff sniff sniff sniff...
Hey, Brother, you smell like you
have some hot springwater there...";"Sniff sniff...
Eh, mais tu sens l'eau therrmale...";"Hmmm...
Irgendwie duftest du nach
Quellwasser...";
"ソレ飲んで元気が出たら、
こんな岩くらい　なんとかなりそうゴロ！";"If I took a drink of that, I would
feel so strong, I could probably get
rid of these rocks!";"Si j'en prrends une gorrgée, je
te trransforrme l'éboulis en
litièrre pourr chat! Garranti!";"Wenn ich das trinken und wieder
zu Kräften kommen würde, könnte
ich diesen Felsen schon
beseitigen...";
"もし　ここ通りたいんだったら
ニーチャンの持ってる温泉水、
オイラにくんねぇ？";"Well, if you want to get through
here, could you give me that
hot springwater you have there?";"Si tu veux passer parr là, tu
n'as qu'à me laisser boirre
de ton eau therrmale.
Intérressé?";"Wenn du hier durch willst...
würdest du mir vielleicht das
Quellwasser geben, das du da
bei dir hast?";
"そっか、ニーチャンがいいんなら
別にいいんだけど・・・";"Oh, well, if you do not care, then
I do not either...";"Oh, si ça ne t'intérresse pas, ça
ne me gêne pas non plus...";"Na gut... Soll mir auch egal sein...";
"よっしゃー！！
元気モリモリー！！";"YESSSSSSSSSSSS!
Goron power, GOOO!";"OUUAAAAIIIISSS!!!
J'ai une de ces pêches!";"Jawoll!
Das gibt Kraft!!!";
"そんじゃ、早速　作業にかかるから
しばらくしてから　また来てくれゴロ！";"Well, I am going to get working on
this, so you should come back
in a little while!";"Bien. Je me mets tout de
suite au trravail! Rreviens dans
un petit moment!";"Also dann, ich werde mich gleich
ans Werk machen. Komm später
wieder!";
"ニーチャンも　頑張ってなゴロ！";"Now, you stay strong, Brother!";"Toi aussi, rreste en forrme!";"Viel Glück!";
"ニーチャンから
温泉水のイイ匂いがするゴロ・・・";"Brother, you have the sweet smell
of hot springwater...";"Toi, tu sens bon l'eau therrmale...";"Du duftest nach Quellwasser...";
"おう！　ニーチャン、
約束通り　岩どかしといたゴロ！";"Hey! Look, Brother... The way is
now clear, just as I promised!";"Salut! Rregarrde... J'ai tout
déblayé, comme prromis!";"Hey! Ich hab den Felsen aus dem
Weg geräumt... wie versprochen!";
"こっから　どこ行くのか知んないけど、
気ぃつけてな！";"I do not know where you are
headed, but be careful!";"Je ne sais pas où tu vas
maintenant, mais sois prrudent!";"Ich weiß ja nicht, wohin du willst,
aber pass gut auf dich auf!";
"せっかく橋が直ったってのに、
こう体が　なまっちまっては
商品も仕入れられないゴロ・・・";"Now the bridge is fixed, but my
body feels terrible. I just cannot
go look for stuff to sell...";"Maintenant que le pont est
rréparré, je devrrais me rremettrre
au trravail, mais je n'en ai pas
l'énerrgie...";"Jetzt ist die Brücke zwar wieder
ganz, aber ich bin so schwach...
Da kann ich unmöglich neue
Waren einkaufen...";
"こんな時、アツ～い温泉の湯でも浴びれたら
元気の一つでも出るかもしんねぇなぁ・・・";"You know, all I really need is to
shower myself with some piping
hot springwater to get back to
feeling normal...";"Ce qu'il me faudrrait pourr me
rremettrre d'aplomb, c'est une
bonne douche d'eau therrmale...";"Alles, was ich brauche, um zu
Kräften zu kommen, ist Quell-
wasser. Wenn ich mich damit
übergieße, geht's mir wieder gut...";
"兄さんが持ってるのって
カカリコ村の温泉水ゴロ？";"Say, is that some Kakariko hot
springwater you have there,
Brother?";"Dis, ce que tu as là, ce n'est pas
de l'eau therrmale de Cocorrico?";"Hast du da etwa Quellwasser
aus Kakariko?";
"そいつを　ぶつけてくれたら
元気出るかもなぁ・・・";"If you poured it on me, I am sure
it would restore my strength...";"Ah, si tu pouvais m'en asperrger,
ça irrait tout de suite mieux...
J'en suis sûrr!";"Wenn du mich damit übergießt,
komme ich vielleicht wieder zu
Kräften...";
"ハァ～～～・・・
誰かここの橋、直してくんねぇかなぁ・・・";"Ohhh... I wish someone would fix
this bridge...";"Uuuuahhh...
Y'a pas quelqu'un qui pourrait se 
décider à faire réparer ce pont?...";"Oh...
Kann denn nicht einer diese Brücke
reparieren...";
"ポストマン";"Postman";"Postier";"Briefträger";
"この先は　ダメですヨ
黒い壁があって　進めません！";"Go no further! There is a black wall
ahead that blocks the way!";"Il ne faut pas aller par ici là-bas!
Il y a un mur tout noir et c'est
impossible de pouvoir passer au
travers!";"Da vorne ist eine schwarze
Wand... Da geht's nicht weiter!";
"お手紙を　配達しようと思ったんですけど
困りましたネ・・・";"I thought I would deliver a few
letters, but it seems impossible...";"Je voulais aller livrer le courrier
mais je n'ai pas bien pu du tout.
Je suis très ennuyé...";"Dabei muss ich doch einen Brief
zustellen... Und was jetzt?";
"ワタァシは　さすらいの郵便屋、
人呼んで、ポストマンと言いますゥ";"I am the honorable and dependable
letter carrier, known to some as...
the postman.";"Je suis le postier d'errances et
sans peur plus que connu sous le
nom de... postier.

Je ne suis pas de par ici là, mais
j'ai trouvé du travail par la raison
que je cours très vite bien.";"Wer ich bin? Ich bin der wandernde
Postbote, stets unterwegs mit
wichtigen Briefen. So nennt man
mich auch einfach den Briefträger.";
"自己紹介を兼ねて　このお手紙どうぞ
後で読んでくださいネ！";"Now that I have introduced myself,
please! Take this letter and read it
at your leisure!";"Nous avons fait avec succès les
présentations. Maintenant, voici
votre lettre, lisez-la à votre loisir!";"Aber was rede ich nur von mir
selbst? Dabei habe ich hier doch
einen Brief für dich. Lies ihn,
wenn du mal Zeit hast.";
"お手紙を見る時は、ＳＴＡＲＴを押して
コレクト＆装備画面を開いて、
手紙を選んでくださいネ";"To read a letter, press START
to open your Collection screen,
then select the letter.";"Pour lire une lettre, ouvrez votre
écran de quête en appuyant sur
START et choisissez les lettres.";"Wenn du einen Brief lesen willst,
öffne mithilfe von START deinen
Ausrüstungsbildschirm und wähle
Briefe.";
"そうすれば　受け取ったお手紙を
いつでも　見ることができますゥ";"You can do that to read any letters
you receive. Do it whenever you
see fit!";"En faisant comme ça, vous pouvez
lire votre courrier des yeux.";"So kannst du die Briefe, die du
erhalten hast, jederzeit lesen.";
"いたいたァ！　[Link]さん～";"Greetings, Mr. [Link]!";"Oh, le voilà, le voilà!
Monsieur [Link]!";"Hallo, [Link]!";
"お手紙を　お届けに参りましたァ";"I have come to deliver a letter.";"J'ai du courrier pour vous!";"Ich habe Post für dich.";
"[Link]さん宛てにィ
[LetterCount]　お手紙がありますゥ";"There is a letter for you,
[Link]. [LetterCount], in fact!";"J'ai [LetterCount] pour vous,
monsieur [Link]!";"Ich habe hier [LetterCount] für dich.";
"[LetterSender]さんからの
お手紙ですネ";"It is a letter from [LetterSender].";"C'est la lettre envoyée par
[LetterSender].";"Hier steht auch der Absender:
"[LetterSender]"! Sagt dir das
etwas?";
"おォ～～～い！";"HEEEEEEY!";"HEEEEEEOOOOOH!";"Hey!!!";
"[Link]さァ～ん！
いますかァ～～～？！";"Mr. [Link]!
WAAAAAAIT!";"Monsieur [Link]!
OU ETES-VOUS?!";"[Link]...!
Wo bist du...?!?";
"そんじゃ　ワタァシはこれで～
またネ～～～！";"Well, my business is concluded!
Onward to mail!";"Maintenant, moi, je repars!
A pluuuus!";"Also, das wäre erledigt...
Und ab die Post!";
"今のワタシは　本来の力を
持ってないんだけどな
";"Right now I lack the power that I
normally have.";"En ce moment, je ne peux pas 
utiliser mes vrais pouvoirs.";"Ich verfüge im Moment nicht über
meine vollen Kräfte.";
"どうだ、凄かっただろ？
これも影の力さ・・・";"So, impressive isn't it?
This too is the power of twilight...";"Et pourtant, c'était assez 
impressionnant, non? Ça aussi, 
c'était la puissance des ombres...";"Und, beeindruckend, oder?
Auch das ist die Macht der
Schatten...";
"オマエの　その獣の姿に宿る、
呪いの力があれば
";"If we only had the power of the
curse that transformed you into a
beast.";"Si nous avions le contrôle sur
le pouvoir maléfique qui réside
dans ton corps d'animal...";"Mit der verwunschenen Kraft, die
in dieser deiner Gestalt als Bestie
ruht...";
"これ川だろ？
なんか水が少なくないか？";"This is a river, right? Where's all
the water?";"C'est une rivière, ça?
Ça ne manque pas un peu d'eau?";"Das ist doch ein Fluss hier, oder?
Und wieso führt der so wenig
Wasser?";
"なんとか助かったな・・・";"Looks like we're saved...";"On s'en est sortis...";"Sieht so aus, als wären wir
gerettet...";
"ここは湖だろ？
水これだけしかないのかよ
いったい何があったんだ";"This is a lake, isn't it? Then how
come there's so little water?
What's going ON?";"C'est un lac, ça? Je me demande
ce qui se passe pour que le niveau
de l'eau soit aussi bas...";"Das ist doch ein See, oder?
Kannst du dann sagen, wieso der
kaum Wasser hat? Was ist hier
eigentlich los?";
"水がもどったぜ！
光の器ゲットだ！！";"The water's back! We can get the
Vessel of Light!";"L'eau est revenue!
A nous le calice de lumière!";"Das Wasser ist wieder da! Und
wir haben den Tiegel des Lichts!";
"なんだぁ？";"What's this?";"C'est quoi?";"Was ist?";
"なんだあのブヨブヨ！
気持ち悪ぃー！！";"What's that weird blobby thing?!
Disgusting!";"Qu'est-ce que c'est ce
truc qui flotte?
Beurk!";"Was ist denn das für ein
schwabbeliges Ding!
Igitt!!!";
"ほ～ら、やっぱり・・・ククク！";"See! Just as I thought... Eee hee!";"Eh ben alors, je savais bien!
Ksh ksh ksh!";"Siehst du, wusste ich's doch...
Hehehe!";
"どうだ、影の力は凄いだろう？";"So, isn't the power of twilight 
amazing?";"Ça t'épate, hein? Les pouvoirs 
des ombres sont impressionnants, 
tu ne trouves pas?";"Und? Die Macht der Schatten ist
schon beeindruckend, oder?";
"また、力を貸して欲しければ
ワタシを呼びな
影の結晶石を探すのも　はかどるだろ！";"Call me if you need the power
again. It should help you find what
we're looking for, don't you think?";"Si tu veux que je t'aide, tu n'as 
qu'à m'appeler. Avec moi, tu 
devrais avoir moins de difficultés 
à trouver les cristaux d'ombre.";"Wenn du mal wieder dieser Macht
bedarfst, ruf mich einfach. Hilft
bestimmt auch bei der Suche nach
den Schattenkristallen!";
"さあ、先を急ぐぞ！";"All right! Let's keep going!";"Allez, on n'a pas le temps. 
Dépêche-toi de te mettre en route!";"Also los, vorwärts!";
"ったく・・・
また面倒くさそうなのが出てきやがった";"Ugh! Another pest!";"Quelle poisse! Voilà un autre abruti
qui pointe le bout de son museau!";"Mist! Da ist ja noch eins von
diesen lästigen Dingern!";
"変なの呼んで、調子に乗りやがって・・・";"I guess he felt like he needed to
call a friend!";"Ce n'est pas parce qu'il a appelé
l'autre affreux qu'il devrait faire
le malin!";"Die fühlen sich wohl nur
zusammen stark...";
"おい、陸に近づいて来たら　飛び掛って
引きずり降ろしてやりな！";"When it comes close to the earth,
jump on it and try to pull it down!";"Dès qu'il s'approche du sol, tu lui
sautes dessus et tu mords jusqu'à
ce qu'il tombe, tu m'entends?";"Wenn er sich dem Boden nähert,
spring ihn an und zieh ihn runter.";
"最後の蟲は　この辺りのはずだぞ・・・";"The last insect should be around
here...";"Le dernier insecte est censé être
dans le coin...";"Der letzte Schattenkäfer muss
irgendwo hier sein...";
"だけど、何か嫌な気配だな・・・
油断するなよ・・・？";"I get a weird feeling about this
place... Don't let your guard down.";"J'ai un mauvais pressentiment...
Reste sur tes gardes, compris?";"Aber ich habe eine unangenehme
Ahnung... Sei also auf der Hut!";
"な・・・なんなんだよアレ・・・
あんなのがいるとは聞いてないぞ！";"What... What is that thing? I've
never seen anything like it!";"Beuark... Mais qu'est-ce que c'est
que ÇA? Ah non, ce n'est pas du
jeu, là, ils trichent!";"W-Was ist denn das...?
Von so etwas habe ich ja
noch nie gehört!";
"ワタシは　ああいう気持ち悪いのは
嫌いなんだ！　はやく何とかしろ！";"Ugh, I HATE creepy things like that!
Do something, fast!";"Non, non, je dé-tes-te ce genre 
de bestioles! Débrouille-toi, fais 
quelque chose, mais vite!";"Der ist ja total eklig! 
Komm, tu etwas! Schnell!";
"くそ・・・
こんな奴、触りたくもないのに・・・！";"Ugh... I don't want to touch it!";"C'est écœurant... Je refuse de
toucher cette horreur... Beuark...";"Mist... So was will man
lieber nicht anfassen...";
"ほ、ほら！　ひっくり返ってるうちに
一気に　やっちまいな！";"H-Hey! While it's flipped over,
jump on and punish it!";"Maintenant! Il est sur le dos, 
c'est le moment de frapper!";"Hey! Mach ihn schnell
fertig, solange er auf
dem Rücken liegt!";
"さあ！　はやく、アイツが遺した
光の雫を　いただいちまえよ！";"Hey! Hurry up and pick up the Tear
of Light that it dropped!";"Allez! Dépêche-toi de ramasser
la dernière perle de lumière!";"Na los! Hol dir den Strahlentau,
den dieses Biest hinterlassen hat.";
"何だ・・・？";"What?";"Qu'est-ce qu'il y a...?";"Was ist?";
"向こう側に何かあるけど・・・";"There's something on the other
side there...";"Il y a quelque chose là-bas,
de l'autre côté...";"Da drüben ist doch irgendwas...";
"だけど、何か下に足場がないと
このままじゃ渡れないな・・・";"But unless there's a ledge to help
us cross, we can't reach it...";"Seulement sans sol ni appuis, 
ça va être dur de traverser...";"Aber ohne einen festen Halt
kommen wir nie im Leben über
diese Schlucht!";
"ハイリア大橋

ハイリア湖にかかる
ハイラル最大の橋

ハイリア湖を一望できます";"GREAT HYLIAN BRIDGE

This large bridge spanning Lake
Hylia is the largest in Hyrule
and offers excellent lake views.";"Viaduc d'Hylia

Ce magnifique pont enjambant
le lac Hylia est le plus grand
d'Hyrule et offre une vue
superbe sur le lac.";"Große Brücke von Hylia

Größte Brücke Hyrules. Spannt
sich über den Hylia-See.
Genieße die fantastische Aus-
sicht von der Brücke über den
Hylia-See.";
